coffee_name,total_score,roaster_location,coffee_origin,roast_level,est._price,agtron_ground,agtron_roast,price_per_ounce,origin_country
Ethiopia Yirgacheffe Natural Farm Direct,94.0,"Henderson, Nevada","Yirgacheffe growing region, south-central Ethiopia",Medium Light,$22.00/12 ounces,58.0,76.0,22.0,Ethiopia
Kenya Karatina AA 2020,94.0,"Henderson, Nevada","Nyeri growing region, south-central Kenya",Medium Light,$24.00/12 ounces,58.0,76.0,24.0,Kenya
Colombia San Luís Gesha,94.0,"Johns Creek, Georgia","Tolima, Colombia",Medium Light,$24.99/10 ounces,60.0,76.0,24.99,Colombia
Karani Kenya,95.0,"Madison, Wisconsin","Kirinyaga, Kenya",Medium Light,$21.00/12 ounces,56.0,74.0,21.0,Kenya
Miraflores Colombia,95.0,"Madison, Wisconsin","Sevilla, San Augustin, Huila, Colombia",Medium Light,$22.00/12 ounces,58.0,78.0,22.0,Colombia
Kenya Gatuya,94.0,"Truckee, California","Murang'a County, central Kenya",Medium Light,$21.00/12 ounces,55.0,73.0,21.0,Kenya
Flight Seasonal Espresso,94.0,"Floyd, Virginia",Ethiopia,Medium Light,$18.49/12 ounces,58.0,80.0,18.49,Ethiopia
Kenya Gicherori,94.0,"Sacramento, California","Embu, Kenya",Medium Light,$23.50/12 ounces,58.0,78.0,23.5,Kenya
Ethiopia Kayon Mountain (Natural),94.0,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$18.99/12 ounces,64.0,92.0,18.99,Ethiopia
Ethiopia Kayon Mountain (Washed),94.0,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$18.49/12 ounces,62.0,88.0,18.49,Ethiopia
Ethiopia Dame Dabaye,95.0,"Spokane, Washington","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,$16.00/12 ounces,60.0,76.0,16.0,Ethiopia
Kenya Nyeri AB Nyeshun,96.0,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $400/8 ounces,58.0,78.0,400.0,Kenya
Ethiopia Guji Bishala,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $290/8 ounces,58.0,76.0,290.0,Ethiopia
Ethiopia Wegida Natural,94.0,"Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Light,$20.00/12 ounces,62.0,80.0,20.0,Ethiopia
Ka’u Red Caturra Peaberry,94.0,"Kihei, Maui, Hawaii","Wood Valley, Ka’u, Big Island of Hawai’i",Medium Light,$50.00/12 ounces,58.0,78.0,50.0,
Wush Wush Ginbo Keffa Ethiopia,95.0,"Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium Light,$24.00/16 ounces,60.0,74.0,24.0,Ethiopia
Burundi Karehe,95.0,"Renton, Washington","Ngozi Province, Burundi",Medium Light,$20.00/12 ounces,60.0,76.0,20.0,Burundi
Ethiopia Guji Natural,94.0,"Atlanta, Georgia","Guji Zone, Oromia Region, Southern Ethiopia",Light,$18.00/12 ounces,64.0,83.0,18.0,Ethiopia
Ethiopia Gera Estate Natural,94.0,"Harrisonburg, Virginia","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Light,$15.99/12 ounces,67.0,96.0,15.99,Ethiopia
Estelí Nicaragua,94.0,"Washington, D.C.","Dipilto, Nicaragua",Medium Light,$15.00/8 ounces,60.0,79.0,15.0,Nicaragua
Limu Ethiopia Natural,94.0,"Des Moines, Iowa","Jimma Zone, Oromia State, Ethiopia",Light,$14.00/12 ounces,66.0,85.0,14.0,Ethiopia
Colombia Finca El Roblar,94.0,"Jackson, Mississippi","Suaza, Huila, Colombia",Medium Light,$16.50/12 ounces,60.0,76.0,16.5,Colombia
Guatemala Bella Carmona,94.0,"Crystal Lake, Illinois","Antigua, Guatemala",Medium Light,$19.00/12 ounces,58.0,74.0,19.0,Guatemala
Ethiopia Yirgacheffe Kochere Debo,94.0,"Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium Light,$14.00/12 ounces,54.0,70.0,14.0,Ethiopia
Kilauea Volcano Champagne Natural,95.0,"Minneapolis, Minnesota","Volcano, Puna District, Big Island of Hawai’i",Light,$29.95/4 ounces,64.0,80.0,29.95,
Nicaragua La Benedicion SL28 Natural,94.0,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,$19.95/6 ounces,62.0,80.0,19.95,Nicaragua
Colombia Tolima Geisha,94.0,"Minneapolis, Minnesota","Tolima, Colombia",Light,$19.98/4 ounces,62.0,82.0,19.98,Colombia
Ethiopia Haro Guta Natural,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $400/8 ounces,62.0,80.0,400.0,Ethiopia
Kenya AA Kirinyaga Kii,95.0,"Kaohsiung City, Taiwan","Kirinyaga District, south-central Kenya",Medium Light,NT $600/8 ounces,60.0,78.0,600.0,Kenya
Colombia Antioquia La Papaya Bourbon Chiroso,94.0,"Kaohsiung City, Taiwan","Antioquia Department, northwest Colombia",Medium Light,NT $700/8 ounces,62.0,76.0,700.0,Colombia
Karimiuki Espresso,96.0,"Madison, Wisconsin","Kirinyaga, Kenya",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Kenya
Karimiuki Kenya,95.0,"Madison, Wisconsin","Kirinyaga, Kenya",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Kenya
Colombia San Pedro,94.0,"Denver, Colorado","Acevedo, Huila Department, Colombia",Medium Light,$19.00/12 ounces,56.0,72.0,19.0,Colombia
"DR Congo, Gera Village, SOPACDI",94.0,"Crystal Lake, Illinois","South Kivu Province, the Democratic Republic of the Congo",Medium Light,$21.00/12 ounces,58.0,76.0,21.0,Congo
El Floral Colombia,95.0,"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium Light,$21.00/12 ounces,59.0,77.0,21.0,Colombia
El Salvador Geisha Natural,94.0,"Minneapolis, Minnesota","Chalatenango, El Salvador",Medium Light,$16.95/6 ounces,58.0,74.0,16.95,Salvador
Ethiopia Natural Guji Lot D Minor,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium Light,NT $275/8 ounces,58.0,76.0,275.0,Ethiopia
Taiwan Natural Alishan Zhuo-Wu Farm Geisha,94.0,"Chia-Yi, Taiwan","Alishan, Chaiyi, Taiwan",Medium Light,"NT $1,000/4 ounces",56.0,72.0,,Taiwan
All Rise,94.0,"Roanoke, Virginia and Floyd, Virginia",Ethiopia; Democratic Republic of the Congo,Medium Light,$20.00/12 ounces,54.0,72.0,20.0,Congo
Guji Uraga Nitro Cold Brew,94.0,"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",,$3.99/8-ounce can,0.0,0.0,,Ethiopia
Kamoini Black Coffee,94.0,"San Francisco, California","Nyeri growing region, south-central Kenya",,$4.00/can,0.0,0.0,,Kenya
Ethiopia Nano Challa Cold Brew,94.0,"Carbondale, Colorado","Jimma Zone, Oromia State, Ethiopia",,$18.99/50 ounces,0.0,0.0,18.99,Ethiopia
Brazil Ipanema Black Edition A-41 Red Cherry,94.0,"Yilan, Taiwan","Ipanema, Brazil",,NT $200/150 ml. bottle,0.0,0.0,,Brazil
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,94.0,"Douliou City, Taiwan","Tobosi, Cartago Province, Costa Rica",Medium Light,NT $450/220 grams,52.0,70.0,15.873015873015872,Rica
Sudan Rume,94.0,"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Light,$30.00/6 ounces,62.0,80.0,30.0,Colombia
Ethiopia Sidama Keramo Village,94.0,"Jersey City, New Jersey","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$25.00/12 ounces,60.0,76.0,25.0,Ethiopia
Red Bourbon Natural Exclusive Reserve,95.0,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium Light,$38.00/8 ounces,58.0,76.0,38.0,Hawaii
Nano Genji Agaro Gera,94.0,"Sacramento, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium,$21.00/12 ounces,52.0,68.0,21.0,Ethiopia
Sumatra Pantan Musara,94.0,"Billings, Montana","Aceh Province, Sumatra, Indonesia",Medium Light,$21.00/12 ounces,58.0,74.0,21.0,Indonesia
Kona Classic Black Rock Farm,94.0,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium,$18.95/4 ounces,52.0,68.0,18.95,
Ethiopian Yirgacheffe Natural,94.0,"Henderson, Nevada","Yirgacheffe growing region, southern Ethiopia",Medium Light,$20.00/12 ounces,58.0,76.0,20.0,Ethiopia
Colombia Cauca At’e,94.0,"Martinez, California","Paéz, Cauca Department, Colombia",Medium Light,$12.00/8 ounces,60.0,78.0,12.0,Colombia
Sumatra Pantan Musara,94.0,"Minneapolis, Minnesota","Pantan Musara, Gayo, Sumatra, Indonesia",Medium Light,$24.95/12 ounces,54.0,72.0,24.95,Indonesia
Sumatra Gayo G1 Triple-Picked Lot 005,94.0,"Chia-Yi, Taiwan","Aceh Province, Sumatra, Indonesia",Medium Light,NT $225/8 ounces,56.0,74.0,225.0,Indonesia
Nano Genji #4 Espresso,96.0,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium Light,$18.75/12 ounces,56.0,74.0,18.75,Ethiopia
Ignacio Quintero Colombia,95.0,"Madison, Wisconsin","Inza, Cauca Department, Colombia",Medium Light,$18.00/12 ounces,58.0,78.0,18.0,Colombia
Esmeralda Estate Panama Geisha,94.0,"London, England","Boquete growing region, western Panama",,£50.00/10 capsules,0.0,0.0,,Panama
Ka’u Giant Maragogipe,94.0,"Mountain View, Hawai'i","Ka’u growing region, Big Island of Hawai'i",Medium Light,$35.00/10 ounces,54.0,68.0,35.0,
Organic Ethiopia Agaro-Nano Challa,94.0,"Minneapolis, Minnesota","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium Light,$22.95/12 ounces,58.0,74.0,22.95,Ethiopia
Kerinci Palompek Sumatra,94.0,"Madison, Wisconsin","Jambi Province, Sumatra, Indonesia",Medium Light,$17.80/12 ounces,58.0,78.0,17.8,Indonesia
Kenya Embu Gicherori Factory AA Top,95.0,"Yilan, Taiwan","Embu County, Kenya",Medium Light,NT $580/200 grams,58.0,74.0,20.458553791887123,Kenya
Colombia Finca Lord Baltimore Papayo,94.0,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Light,$24.95/12 ounces,62.0,80.0,24.95,Colombia
Mocha Java,96.0,"Fort Bragg, California",Sumatra; Ethiopia,Medium,$14.50/12 ounces,52.0,68.0,14.5,Ethiopia
Ethiopia Shantawene Washed,96.0,"Floyd, Virginia","idamo (also Sidama) growing region, southern Ethiopia",Medium Light,$20.99/12 ounces,60.0,78.0,20.99,Ethiopia
Organic Suke Quto Ethiopia,95.0,"Austin, Texas","Guji Zone, Oromia Region, south-central Ethiopia",Medium Light,$19.00/12 ounces,56.0,74.0,19.0,Ethiopia
Kenya Tuikit Factory AA,95.0,"Chia-Yi, Taiwan","Bungoma, Kenya",Medium Light,NT $300/8 ounces,56.0,72.0,300.0,Kenya
Karen J Kona Red Bourbon,94.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium Light,$45.95/8 ounces (currently on sale for $36.76),58.0,80.0,45.95,Hawaii
Abu Natural Panama Geisha,94.0,"Los Angeles, California","Boquete, Panama",Medium Light,$34.95/6 ounces,58.0,78.0,34.95,Panama
Colombia Finca Las Margaritas Natural Sudan Rume,94.0,"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Medium Light,$30.00/6 ounces,55.0,73.0,30.0,Colombia
Ecuador Finca Carolina Sidra,94.0,"Minneapolis, Minnesota","Pinchincha, Ecuador",Medium Light,$29.95/12 ounces,60.0,78.0,29.95,Ecuador
Gesha Village Single-Variety Gesha Special Selection,94.0,"Hong Kong, China","Bench-Maji Zone, southern Ethiopia",Medium Light,$30.00/8 ounces,58.0,74.0,30.0,Ethiopia
Indestec El Paraiso,94.0,"Carlsbad, California","Cauca, Colombia",Medium Light,$29.00/12 ounces,58.0,74.0,29.0,Colombia
Monteblanco Cold Fermentation Geisha,94.0,"Carlsbad, California","Huila, Colombia",Medium Light,$29.00/12 ounces,57.0,73.0,29.0,Colombia
Funky Chicken,94.0,"Floyd, Virginia",Nicaragua; Colombia; East Timor,Medium,$13.99/12 ounces ($79.00/5 pounds),46.0,64.0,,Timor
Yemen Al-Obbarat,95.0,"Minneapolis, Minnesota","Al-Haimah, Yemen",Medium Light,$49.95/4 ounces,54.0,72.0,49.95,Yemen
Ecuador Quilanga Typica Yeast Fermentation,94.0,"Minneapolis, Minnesota","Quilanga, Ecuador",Medium Light,$22.95/12 ounces,57.0,73.0,22.95,Ecuador
Ethiopia Natural Guji PB JackyLai Lot,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium Light,NT $300/8 ounces,56.0,76.0,300.0,Ethiopia
Ethiopia Wush Wush,96.0,"Billings, Montana","Sidama growing region, southern Ethiopia",Light,$33.00/12 ounces,62.0,80.0,33.0,Ethiopia
Ethiopia Hassen Ware Akrabi,94.0,"Spokane, Washington","Guji Zone, Oromia region, southern Ethiopia",Medium Light,$15.00/8 ounces,58.0,74.0,15.0,Ethiopia
Costa Rica Luis Campos Anaerobic,94.0,"Billings, Montana","Tarrazu, Costa Rica",Medium Light,$23.00/12 ounces,58.0,76.0,23.0,Rica
Colombia Granja La Esperanza Tres Dragones,94.0,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium Light,$23.50/12 ounces,60.0,74.0,23.5,Colombia
Colombia Finca La Loma Microlot,94.0,"Jackson, Mississippi","Huila, Colombia",Medium Light,$16.50/12 ounces,58.0,76.0,16.5,Colombia
Kenya Kiambu AB Uklili 1905 Lot,94.0,"Chia-Yi, Taiwan","iambu growing region, south-central Kenya",Medium Light,NT $300/8 ounces,58.0,76.0,300.0,Kenya
Elida Natural Dragonfly Lot,95.0,"Henderson, Nevada","Alto Quiel, Panama",Medium Light,$20.00/12 ounces,54.0,70.0,20.0,Panama
Kona Laurina Pointu,94.0,"Holualoa, Hawaii","Kona, Hawaii",Medium Light,$50.00/ 7 ounces,56.0,70.0,50.0,Hawaii
Dadaocheng Garden Blend Espresso,94.0,"Yilan, Taiwan",Ethiopia; Guatemala,Medium,NT $350/200 grams,52.0,68.0,12.345679012345679,Guatemala
Ethiopia Dimtu,95.0,"Floyd, Virginia","Hambela Wamena District, Guji Zone, Ethiopia",Medium Light,$20.99/12 ounces,58.0,82.0,20.99,Ethiopia
Ethiopia Sidama Anaerobic,94.0,"Minneapolis, Minnesota","Sidama (also Sidamo) region, Ethiopia",Medium Light,$19.75/12 ounces,58.0,78.0,19.75,Ethiopia
Kenya Kiri Peaberry,94.0,"San Diego, California","Ngiriambu District, Kenya",Medium Light,$19.00/12 ounces,56.0,74.0,19.0,Kenya
Ethiopia Violent Andromeda Natural,94.0,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,NT $600/200 grams,48.0,66.0,21.164021164021165,Ethiopia
Kenya Nyeri Yerihar AA Lot 1901 Espresso,95.0,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $325/8 ounces,52.0,78.0,325.0,Kenya
Costa Rica Aris Red Honey Lot 1901 Espresso,95.0,"Chia-Yi, Taiwan",Costa Rica,Medium,NT $200/8 ounces,50.0,68.0,200.0,Rica
100% Kona Bourbon Pointu Laurina,95.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium Light,$62.95/8 ounces,53.0,75.0,62.95,Hawaii
Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,94.0,"Taipei, Taiwan","Boquete, Panama",Medium Light,NT $1600/4 ounces,54.0,72.0,1600.0,Panama
El Salvador Finca El Cerro Natural,94.0,"Floyd, Virginia","Apaneca-Ilamatepec Mountain Range, El Salvador",Medium Light,$22.99/12 ounces,58.0,78.0,22.99,Salvador
Halo Hartume Espresso,94.0,"Madison, Wisconsin","Gedeb District, Gedeo Zone, Ethiopia",Medium Light,$17.90/12 ounces,57.0,77.0,17.9,Ethiopia
Giusto Organic Espresso Blend,94.0,"Lexington, Virginia",Not disclosed,Medium,$14.25/12 ounces,48.0,60.0,14.25,
Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01,95.0,"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium Light,NT $550/200 grams,60.0,78.0,19.400352733686066,Ethiopia
Ethiopia Mulegeta Sintayehu Washed,94.0,"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium Light,NT $500/100 grams,59.0,77.0,17.636684303350968,Ethiopia
Ecuador Eugenioides Natural Finca Perla Negra,94.0,"Minneapolis, Minnesota","Pichincha, northern Ecuador",Medium Light,,55.0,73.0,,Ecuador
Panama Esmeralda Geisha Natural,96.0,"Minneapolis, Minnesota","Boquete growing region, western Panama",Medium Light,$19.95/4 ounces,56.0,74.0,19.95,Panama
Ethiopia Suke Quto Honey,95.0,"Minneapolis, Minnesota","Guji Zone, Oromia Region, south-central Ethiopia",Medium Light,$19.75/12 ounces,52.0,70.0,19.75,Ethiopia
Kenya FSC AB,94.0,"Taichung, Taiwan","Kirinyaga District, south-central Kenya",Medium,"NT $1,000/100 grams",50.0,67.0,,Kenya
Ceri Ceri Meriah Coffee,94.0,"Jakarta, Indonesia","West Java, Indonesia",Medium Light,"IDR $120,000/200 grams",54.0,72.0,,Indonesia
Alamendah Patuha Coffee,94.0,"Jakarta, Indonesia","West Java, Indonesia",Medium,"IDR $120,000/200 grams",50.0,66.0,,Indonesia
Holiday Blend,94.0,"Hong Kong, China",Southern Ethiopia,Medium Light,$8.00/100 grams,54.0,74.0,0.2821869488536155,Ethiopia
2019 Celebration,94.0,"Emeryville, California",Kenya; Guatemala,Medium,$18.75/12 ounces,47.0,67.0,18.75,Guatemala
Kenya Kiandu Peaberry,95.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $570/200 grams,56.0,74.0,20.105820105820104,Kenya
Sumatra Raja Harimau Lintong Espresso,96.0,"Chia-Yi, Taiwan","Lintong growing region, northern Sumatra, Indonesia",Medium,NT $275/8 ounces,44.0,61.0,275.0,Indonesia
Panama Esmeralda Geisha Portón Oro Yeast,94.0,"Los Angeles, California","Alto Quiel, Panama",Medium Light,$69.95/6 ounces,59.0,77.0,69.95,Panama
Kenya Kiambu Peaberry Uklili 1904 Lot,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,NT $300/8 ounces,50.0,68.0,300.0,Kenya
Kenya Kiambu AB Uklili 1903 Lot,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT$300/8 ounces,52.0,70.0,300.0,Kenya
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2,94.0,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $300/8 ounces,56.0,78.0,300.0,Ethiopia
Ethiopia Nansebo Worka,95.0,"Floyd, Virginia","Yirgacheffe, southern Ethiopia",Medium Light,$20.99/12 ounces,56.0,74.0,20.99,Ethiopia
Panama Elida Geisha Natural 1029,97.0,"Los Angeles, California","Boquete growing region, western Panama",Medium Light,$100/18 grams,54.0,74.0,3.527336860670194,Panama
Port of Mokha Yemen JSP,97.0,"Hong Kong, China","Al Hayma growing region, Al Kharijiyah District, Sana’a Governorate, Yemen",Medium,$60.00/100 grams,44.0,58.0,2.1164021164021163,Yemen
Panama Elida Natural Catuai,95.0,"Los Angeles, California","Alto Quiel, Panama",Medium Light,$21.95/12 ounces,58.0,78.0,21.95,Panama
Cate Natural G5,95.0,"Yilan, Taiwan","Jimma growing region, southern Ethiopia",Medium Light,NT $200/200 grams,52.0,70.0,7.054673721340388,Ethiopia
Harimau Tiger Sumatra,96.0,"Madison, Wisconsin","Mandheling growing region, northern Sumatra, Indonesia",Medium Light,$17.20/12 ounces,52.0,70.0,17.2,Indonesia
Gachami Kenya,94.0,"Madison, Wisconsin","Kirinyaga District, south-central Kenya",Medium Light,$19.20/12 ounces,56.0,72.0,19.2,Kenya
Ethiopia Natural “Phoenix”,95.0,"Taoyuan City, Taiwan",Ethiopia,Medium,"NT $1,400/8 ounces",44.0,60.0,,Ethiopia
Costa Rica SL-28 Yellow Honey Espresso,95.0,"Taoyuan City, Taiwan","Central Valley, Costa Rica",Medium Dark,"NT $1,300/8 ounces",38.0,46.0,,Rica
Washed Geisha Hacienda La Esmeralda Jaramillo Special,97.0,"Boulder, Colorado","Boquete growing region, Panama",Medium Light,$125.00/4 ounces; limited availability,56.0,76.0,125.0,Panama
Panama Perci Geisha Natural,96.0,"Branford, Connecticut","Volcan, Panama",Medium Light,$60.00/8 ounces,52.0,72.0,60.0,Panama
Elida Estate Geisha Green-Tip Natural,98.0,"Boulder, Colorado","Boquete growing region, western Panama",Medium Light,$100.00/21 grams,54.0,78.0,3.527336860670194,Panama
Washed Kenya,95.0,"Taipei, Taiwan","Muranga County, South-Central Kenya",Medium,NT $550/225 grams,47.0,67.0,19.400352733686066,Kenya
Panama Hacienda La Esmeralda Super Mario Geisha,96.0,"Newtown, Sydney, Australia","Boquete growing region, western Panama",Medium Light,AUD $18.00/18 grams,54.0,78.0,,Panama
Kenya Gakundu FCS Kamviu Wet Mill,94.0,"Toronto, Ontario, Canada","Embu County, Eastern Province, Kenya",Medium Light,CAD $21.00/12 ounces,56.0,78.0,,Kenya
Rukira Kenya,94.0,"Portland, Oregon","Nyeri growing region, south-central Kenya",Medium Light,$15.00/250 grams,58.0,80.0,0.5291005291005291,Kenya
Gesha Village Lot #85 Natural,95.0,"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium Light,$39.95/8 ounces*,54.0,72.0,39.95,Ethiopia
Ethiopia Natural Yirgacheffe Banko Gotiti,94.0,"Chia-Yi, Taiwan","Kochere Woreda, Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $325/8 ounces,52.0,70.0,325.0,Ethiopia
Indonesia Sumatra Gayo Espresso,94.0,"Taoyuan City, Taiwan","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Dark,NT $1200/16 ounces,36.0,44.0,1200.0,Indonesia
Ethiopia Limu Nano Challa Lot #10,94.0,"Youngstown, Ohio","Jimma Zone, Oromia State, Ethiopia",Medium Light,$16.25/10 ounces,54.0,74.0,16.25,Ethiopia
Best of Panama GNEP-01 Elida Geisha Green Tip Natural,97.0,"Branford, Connecticut","Boquete growing region, western Panama",Medium Light,See website for more information,55.0,73.0,,Panama
Geisha XO,96.0,"San Diego, California","Valle de Cauca, Colombia",Medium,$60.00/8 ounces,54.0,62.0,60.0,Colombia
Colombia Finca La Maria Geisha Natural,96.0,"Los Angeles, California","La Mesa, Cundinamarca, Colombia",Medium Light,$54.95/6 ounces,57.0,74.0,54.95,Colombia
Panama Finca Kalithea Natural Geisha,96.0,"Chia-Yi, Taiwan","Chiriqui growing region, Panama",Medium Light,NT $750/4 ounces,55.0,79.0,750.0,Panama
Panama Hacienda La Esmeralda Super Mario 6 Geisha,95.0,"Boulder, Colorado","Boquete growing region, western Panama",Medium Light,$60.00/8 ounces,51.0,71.0,60.0,Panama
Panama Geisha Alto Jaramillo,94.0,"Santa Monica, California","Alto Jaramillo, Boquete growing region, western Panama",Medium Light,$40.00/4 ounces,53.0,71.0,40.0,Panama
Colombia Laderas del Tapias Estate Natural Geisha,94.0,"I-Lan City, Taiwan","Neira, Caldas Department, Colombia",Medium Light,NT $1350/230 grams,52.0,70.0,47.61904761904761,Colombia
Gesha Village Natural Lot #19,94.0,"Yilan, Taiwan","Bench-Maji Zone, southern Ethiopia",Medium Light,NT $1200/100 grams,58.0,80.0,42.32804232804233,Ethiopia
Gesha Village 1931 Lot 27,94.0,"Charlottesville, Virginia","Bench-Maji Zone, southern Ethiopia",Medium Light,$50.00/8 ounces,60.0,78.0,50.0,Ethiopia
Ethiopia Sidamo Gora Kone,94.0,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$19.00/12 ounces,59.0,72.0,19.0,Ethiopia
